# Vesper carve verdict, first pass
#
# Produced from a converged ExoPlaSim climatology: T21,
# 0.945 S-Earth, vegetated land surface, glaciers enabled,
# 281.07 K, climatology baseline_regular_climatology.nc.
# Terrain 2004672995403ead, basin catalogue unchanged.
#
# A basin overflows when more water arrives than its lake surface can evaporate,
#     Q = runoff * (catchment - area_at_spill) - (E - P) * area_at_spill  >  0
# and retain is then what that Q can cut against how deep the basin is,
#     retain = 1 - 963.0 * erodibility * slope^1 * Q^0.5 / depth_at_spill
# in metres, where slope is the outlet channel's own gradient relative to the
# population's, and the coefficient is solved against the density of Earth's own
# standing through-flowing impounded basins rather than declared. Open-water
# evaporation is the Penman combination equation with water's albedo and
# roughness, validated against the model over ocean cells to within
# 15.0%.
# Catchment runoff is precipitation minus evaporation over the catchment; see the sidecar.
#
#   retain 1.0   4597 basins  closed: the lake surface evaporates all that arrives
#   retain 0<r<1   60 basins  a notch: the outlet is cut, but not to the floor
#   retain 0.0   4115 basins  carved
#                               0 of them carried forward, 4115 decided here
#
#   33 of the entries above hold no water at spill at all: the
# drainage conditioning took their rim down to their floor, and the catalogue
# publishes them as preserved anyway. 25 of them carve here, on the 1 m
# depth guard rather than on a water balance. notes/audits/basin-catalogue-floor.md.
#
# The counts above are of the whole 8772-entry catalogue. This pass could
# only decide the 8772 basins the current build still has; the rest were
# carved by an earlier pass and are held at 0 to keep the loop monotone.
#
# THE BASIS. retain here is a fraction of the depression's NATURAL spill depth,
# in the generator's dimensionless elevation parameter -- the depth
# buildBasinProtection spends (1 - retain) against, and the only depth that
# exists when protection is built. The incision above is a LENGTH in metres
# against the FINISHED depression, so it is converted before it is written:
#     retain = 1 - (1 - retain_finished) * retainedFraction
# using this build's own natural-to-final ratio as the estimate of the next
# generation's. Both endpoints pass through exactly, and the sidecar carries
# the ratio's population spread as the bracket on that estimate.
#   36 entries had no ratio to convert with and are all at retain 0.
#
# Carved basins are listed explicitly at retain 0, so this file is the
# complete verdict.
#
# id                                    retain

orogen-basin-r191ir-1hs6d0h            1.0000
orogen-basin-rw0ju-bv6f57              1.0000
orogen-basin-ratme-1cpk9ro             1.0000
orogen-basin-r6pb1-1ng3475             1.0000
orogen-basin-r3fc0y-1k7d8jq            1.0000
orogen-basin-r4vqn5-hdsq2a             1.0000
orogen-basin-r1lq7-vaxbu6              1.0000
orogen-basin-r1eo97-15hm5q0            1.0000
orogen-basin-r9dmm-1kwssvf             1.0000
orogen-basin-r26e1k-16j4du5            1.0000
orogen-basin-r14m96-bcfl05             1.0000
orogen-basin-r41sii-1p5bym4            1.0000
orogen-basin-r36kzl-1lie0s2            1.0000
orogen-basin-r5hkpj-1f3t9ca            1.0000
orogen-basin-r3qlxg-110gqeh            1.0000
orogen-basin-r4sb2-fwda6j              1.0000
orogen-basin-r4o8cp-jsp0o7             1.0000
orogen-basin-r549kw-ewwnbs             1.0000
orogen-basin-rpd9q-1snws9k             1.0000
orogen-basin-r3h475-fdbahh             1.0000
orogen-basin-r135w4-1987vrk            1.0000
orogen-basin-r3ny0r-y0q8ai             1.0000
orogen-basin-r2863e-hklqzk             1.0000
orogen-basin-r1n90v-7u098k             1.0000
orogen-basin-r45ksx-10vv7og            1.0000
orogen-basin-r1mq7-jmvof6              1.0000
orogen-basin-rxvoh-xayhmz              1.0000
orogen-basin-r50e41-eglggi             1.0000
orogen-basin-r8erh-sd0pd8              1.0000
orogen-basin-r2wgmu-1u1w101            1.0000
orogen-basin-r37uxz-fkgvx4             1.0000
orogen-basin-r4mbph-11ym45e            1.0000
orogen-basin-r4mlej-8mgag7             1.0000
orogen-basin-r34c7q-183dchi            1.0000
orogen-basin-r5o32t-22fun2             1.0000
orogen-basin-r1lug4-8su8lh             1.0000
orogen-basin-r8yhu-1e632zi             1.0000
orogen-basin-r2x3ds-1ruwd9             1.0000
orogen-basin-r3lxs0-1wdmmjo            1.0000
orogen-basin-r2yptc-1yd1rao            1.0000
orogen-basin-rwjp1-f69w3v              1.0000
orogen-basin-rtomw-1fs34xn             1.0000
orogen-basin-r6af2-1nezy69             1.0000
orogen-basin-r4m0ev-3ojn67             1.0000
orogen-basin-r5pu2o-16dkoeu            1.0000
orogen-basin-r2m5rf-tggnsr             1.0000
orogen-basin-r1x33d-1wfokrp            1.0000
orogen-basin-r3lu9r-1k8vko4            1.0000
orogen-basin-rul8n-1qftyj6             1.0000
orogen-basin-r5kzi-1wucdle             1.0000
orogen-basin-r52scf-owq3p8             1.0000
orogen-basin-r9xdu-124rg55             1.0000
orogen-basin-r4x146-g2hkiq             1.0000
orogen-basin-r3p5vh-zcw5pm             1.0000
orogen-basin-r23cho-1unl6sm            1.0000
orogen-basin-r81n5-1soyhs3             1.0000
orogen-basin-rrurr-1wmlhgi             1.0000
orogen-basin-r5s2da-10xe1iq            1.0000
orogen-basin-r5mxnu-q4eurp             1.0000
orogen-basin-r3xod2-1ntprlr            1.0000
orogen-basin-r7pxv-1fw0lxr             1.0000
orogen-basin-r4zcbq-12ew9gw            1.0000
orogen-basin-r3jyl7-i3xd42             1.0000
orogen-basin-r2um3f-yb8dku             1.0000
orogen-basin-r1wa2x-1gk2e2             1.0000
orogen-basin-r3trb9-b5suqo             1.0000
orogen-basin-r4eaj8-153hri6            1.0000
orogen-basin-r5f2ps-126etqg            1.0000
orogen-basin-r3lbc7-qvh8cg             1.0000
orogen-basin-r4qbcu-1lljj2y            1.0000
orogen-basin-r7csz-1borwyg             1.0000
orogen-basin-r3km9i-na402l             1.0000
orogen-basin-rpv4p-329nza              1.0000
orogen-basin-r9a3o-1qqs4hw             1.0000
orogen-basin-r4ez72-1u76j5             1.0000
orogen-basin-r3d8or-9f305q             1.0000
orogen-basin-r52l6m-llrohm             1.0000
orogen-basin-r5piax-1m582rr            1.0000
orogen-basin-r2imct-1gdbt09            1.0000
orogen-basin-r2rwv5-1w7ole5            1.0000
orogen-basin-r3qgh0-16bs9ri            1.0000
orogen-basin-r4li2i-5jpdtk             1.0000
orogen-basin-r2t5a0-lpduys             1.0000
orogen-basin-r25jhp-11dhzhj            1.0000
orogen-basin-r4u992-m6bpfg             1.0000
orogen-basin-r2eq5-1sl54zo             1.0000
orogen-basin-r4u0ga-8wsoug             1.0000
orogen-basin-r328j1-1j3hdlu            1.0000
orogen-basin-r3n8gl-1ftvl5x            1.0000
orogen-basin-ruznu-1j66ijv             1.0000
orogen-basin-r4f3f2-czvu65             1.0000
orogen-basin-r5ff7q-1v8pw1i            1.0000
orogen-basin-r47rrg-1xewjnt            1.0000
orogen-basin-r4z0k-ol94az              1.0000
orogen-basin-r4my73-1v78e28            1.0000
orogen-basin-r52aeq-38pe81             1.0000
orogen-basin-r2kz6k-1nyjlyd            1.0000
orogen-basin-r2tg8g-rnp5xb             1.0000
orogen-basin-r5fvb3-1l4f8gb            1.0000
orogen-basin-r5pt6b-j2foms             1.0000
orogen-basin-r1v78a-zngnta             1.0000
orogen-basin-r4ybsy-leup1a             1.0000
orogen-basin-r2jfi-1l7g450             1.0000
orogen-basin-r3fc3d-42dwo0             1.0000
orogen-basin-rxzvk-mjybda              1.0000
orogen-basin-r3i58j-1emqgq8            1.0000
orogen-basin-r3rgr0-ku7ptf             1.0000
orogen-basin-r29yzc-fb244u             1.0000
orogen-basin-r3rpis-1kj6jct            1.0000
orogen-basin-r3lq3j-hmrgn              1.0000
orogen-basin-r2jyb5-18i7i4w            1.0000
orogen-basin-r4s92x-1pi26fa            1.0000
orogen-basin-r1z1rs-6r7n6o             1.0000
orogen-basin-r3y3o-lo4dfz              1.0000
orogen-basin-r2otg6-1va90sd            1.0000
orogen-basin-r58qx-1iplm2s             1.0000
orogen-basin-r5goim-172u8m0            1.0000
orogen-basin-r58h9l-5zd6f              1.0000
orogen-basin-r4r1sf-2l1frx             1.0000
orogen-basin-r31a7z-18dfe1n            1.0000
orogen-basin-rz712-u53a2u              1.0000
orogen-basin-r26n9m-vqao1              1.0000
orogen-basin-r1r8gg-12v114v            1.0000
orogen-basin-r4nmp-rwh2eh              1.0000
orogen-basin-r22vom-10i1pd3            1.0000
orogen-basin-r3figm-1yt2m5y            1.0000
orogen-basin-r333kk-1eoj13r            1.0000
orogen-basin-r4vxhj-3xvhgb             1.0000
orogen-basin-re07f-1hzdo67             1.0000
orogen-basin-r5pcy-cgqun6              1.0000
orogen-basin-r4ti2e-1rriide            1.0000
orogen-basin-rw3wp-1b85i0b             1.0000
orogen-basin-r37nft-blo4cf             1.0000
orogen-basin-r4pi5p-sgx8d1             1.0000
orogen-basin-r2nv4s-1r9p1ni            1.0000
orogen-basin-r4jrwx-1t60j8v            1.0000
orogen-basin-r4fb4n-49to2n             1.0000
orogen-basin-r3nbqo-sn0uzz             1.0000
orogen-basin-r4yu1z-r8t76o             1.0000
orogen-basin-remge-1m4sza5             1.0000
orogen-basin-r3bj7o-8cf07e             1.0000
orogen-basin-r5hsjb-8wzgq8             1.0000
orogen-basin-r2m6do-1reshql            1.0000
orogen-basin-r3hlhd-15h7ig             1.0000
orogen-basin-raih5-1qgttj8             1.0000
orogen-basin-r54fbt-1cjtmgk            1.0000
orogen-basin-rsc9x-15fnutc             1.0000
orogen-basin-r5il9-l7qvgi              1.0000
orogen-basin-r4vhf6-qp54i0             1.0000
orogen-basin-r44qd-d8e8bc              1.0000
orogen-basin-r5dyt2-1lf5g5i            1.0000
orogen-basin-r1cyog-hr3jk1             1.0000
orogen-basin-r8m87-19i9mzd             1.0000
orogen-basin-r7wb3-cshage              1.0000
orogen-basin-r6n98-nenchi              1.0000
orogen-basin-rtyzf-1frv9g0             1.0000
orogen-basin-r4uuzw-15w0b6k            1.0000
orogen-basin-r4fisc-1fco98r            1.0000
orogen-basin-r47rxk-19g05qt            1.0000
orogen-basin-r2ktlg-d2ckqu             1.0000
orogen-basin-r1vmp0-wxllca             1.0000
orogen-basin-r24iqa-1dr8mql            1.0000
orogen-basin-r2p1o8-1eo4kt7            1.0000
orogen-basin-r1ub8f-1wl2f4j            1.0000
orogen-basin-r5nibv-zwo4xy             1.0000
orogen-basin-r43ypu-624nm3             1.0000
orogen-basin-r3mo6f-1m2dbbp            1.0000
orogen-basin-r2flak-fvdo0              1.0000
orogen-basin-r5fb66-94ztzb             1.0000
orogen-basin-r2t2k2-1w1oc8r            1.0000
orogen-basin-r3oxi-186hxhs             1.0000
orogen-basin-r1d7nk-wlr3t              1.0000
orogen-basin-r584k1-3disfc             1.0000
orogen-basin-r4wh6e-1b3upwp            1.0000
orogen-basin-r2q7rg-xdqjzv             1.0000
orogen-basin-r31gsj-a4q4bq             1.0000
orogen-basin-r52qt9-1776i9i            1.0000
orogen-basin-r1t56s-15s0g5q            1.0000
orogen-basin-rboe5-djm8qv              1.0000
orogen-basin-r37kv3-1rh1utm            1.0000
orogen-basin-ru6tq-139jqq0             1.0000
orogen-basin-r9ihl-7t9dip              1.0000
orogen-basin-rzrwg-x1m3z7              1.0000
orogen-basin-r4yu9o-7f5h5m             1.0000
orogen-basin-r2jpa8-3u3suc             1.0000
orogen-basin-r4t5t9-1app0ja            1.0000
orogen-basin-r2tj9n-1vxpd8p            1.0000
orogen-basin-r1fy1m-1wm3eia            1.0000
orogen-basin-r1jvd9-1wsntu0            1.0000
orogen-basin-rvvpf-4p2r39              1.0000
orogen-basin-r2yvv6-nco4tn             1.0000
orogen-basin-r54042-3h3x1m             1.0000
orogen-basin-r54w1k-ivba6t             1.0000
orogen-basin-r4wrz6-xmfl67             1.0000
orogen-basin-r2kdd0-1as10q8            1.0000
orogen-basin-r581es-1om4hs3            1.0000
orogen-basin-r1sem-sy6gt8              1.0000
orogen-basin-r2hrgq-1yzfces            1.0000
orogen-basin-rh2nn-18cua9g             1.0000
orogen-basin-r1knbh-ebyqbj             1.0000
orogen-basin-r72ec-1q72lw8             1.0000
orogen-basin-r3vin5-1kozqvn            1.0000
orogen-basin-r54wnz-1mivdl0            1.0000
orogen-basin-r4hxpq-14dxlqv            1.0000
orogen-basin-r5qtm6-1bxqd90            1.0000
orogen-basin-rvxmj-1e7zmbi             1.0000
orogen-basin-r1pu0y-l4e3dy             1.0000
orogen-basin-r2zg6k-1d5e4uz            1.0000
orogen-basin-r58hvn-1os7cm9            1.0000
orogen-basin-r2no25-13x7i55            1.0000
orogen-basin-r131m3-1n8f045            1.0000
orogen-basin-rbz3a-z2ynin              1.0000
orogen-basin-rf6hb-1r2b0b7             1.0000
orogen-basin-r6isn-jvg9oy              1.0000
orogen-basin-re91t-1jl1kpg             1.0000
orogen-basin-r3uaqk-ots1ni             1.0000
orogen-basin-r2awua-qzl5ju             1.0000
orogen-basin-r1g4j-pz042a              1.0000
orogen-basin-r1dxgo-1q1nrqz            1.0000
orogen-basin-r4q6k7-1wnvmol            1.0000
orogen-basin-r368o3-r0fhar             1.0000
orogen-basin-r2uzpi-ykfmwo             1.0000
orogen-basin-r38y53-3ntfy7             1.0000
orogen-basin-r2834i-j9shqw             1.0000
orogen-basin-r3ouqc-yh6hnd             1.0000
orogen-basin-rpcm3-1t5pmog             1.0000
orogen-basin-r1tozt-15t7k72            1.0000
orogen-basin-r5oyg9-58whnc             1.0000
orogen-basin-r4kh6e-gv19j5             1.0000
orogen-basin-r11vt4-1gyb1ag            1.0000
orogen-basin-r4s9ic-13qra1u            1.0000
orogen-basin-r1w9aj-v0m0gn             1.0000
orogen-basin-r2np81-12n9l0n            1.0000
orogen-basin-r4v9fu-u4rmop             1.0000
orogen-basin-rv5ju-chs4ga              1.0000
orogen-basin-r2n5vj-1sbarha            1.0000
orogen-basin-r4we2t-1u6hoh2            1.0000
orogen-basin-r32wqw-hq9v3g             1.0000
orogen-basin-r3g02n-1nsoakx            1.0000
orogen-basin-r4nkll-tpd62q             1.0000
orogen-basin-r5gtp7-ujwjxk             1.0000
orogen-basin-ruvl8-7oilzv              1.0000
orogen-basin-r4gy75-1win0o0            1.0000
orogen-basin-rjewx-fhn9ut              1.0000
orogen-basin-r251zd-uqjjyi             1.0000
orogen-basin-r2twl5-lw4g04             1.0000
orogen-basin-r4oqz1-139rl7z            1.0000
orogen-basin-rq6e2-1cn0dmz             1.0000
orogen-basin-r5651k-1sp6xl4            1.0000
orogen-basin-r3it9b-100yr87            1.0000
orogen-basin-r4u82g-7svqte             1.0000
orogen-basin-r1unse-154v1ae            1.0000
orogen-basin-rjipv-qir53k              1.0000
orogen-basin-r3a3my-1493icj            1.0000
orogen-basin-r4632-1tld9dk             1.0000
orogen-basin-r3az4u-1ixfltv            1.0000
orogen-basin-rsjzi-6h6h1i              1.0000
orogen-basin-rmmp4-frhhol              1.0000
orogen-basin-r26pwt-1s1bc11            1.0000
orogen-basin-r4lgni-18kevil            1.0000
orogen-basin-r1aj5a-1vp8l66            1.0000
orogen-basin-r5due-ru0jyx              1.0000
orogen-basin-ryfsj-4k5god              1.0000
orogen-basin-r4fa1t-r35du6             1.0000
orogen-basin-r6i7a-1x6agw              1.0000
orogen-basin-r51twc-1nrmydb            1.0000
orogen-basin-r4o302-66kwg1             1.0000
orogen-basin-r1thpn-mxw9sb             1.0000
orogen-basin-r12ir8-hw5qa6             1.0000
orogen-basin-r4fvsw-98mg7k             1.0000
orogen-basin-r40uft-d4w3pm             1.0000
orogen-basin-r4ylev-1di3mv             1.0000
orogen-basin-r11wv0-10bhxns            1.0000
orogen-basin-r1drsv-1ina60n            1.0000
orogen-basin-r2s252-1ye5cjv            1.0000
orogen-basin-r20waq-g92qzq             1.0000
orogen-basin-rs83w-8vf8k3              1.0000
orogen-basin-rs9p0-lfrwtl              1.0000
orogen-basin-r5h8hj-o2onxa             1.0000
orogen-basin-r19asa-13bc2oz            1.0000
orogen-basin-r2zwht-1j5c7gs            1.0000
orogen-basin-r5f8s6-qkvkw6             1.0000
orogen-basin-r182wf-1pwzqen            1.0000
orogen-basin-r15jec-rkfkq6             1.0000
orogen-basin-r5flc0-kt0n5k             1.0000
orogen-basin-r4i3u6-e3zfb6             1.0000
orogen-basin-r318al-ejklz2             1.0000
orogen-basin-r3ofu0-t5mf4n             1.0000
orogen-basin-r126g9-prpgz5             1.0000
orogen-basin-r26ar6-1ibm1le            1.0000
orogen-basin-r5i05s-44ukxk             1.0000
orogen-basin-r31gpr-eb1hb0             1.0000
orogen-basin-r3jopr-yj3i5y             1.0000
orogen-basin-r1ocvp-raifvw             1.0000
orogen-basin-r4oe6h-v60ka3             1.0000
orogen-basin-r5ompl-13ll0c             1.0000
orogen-basin-r3whn9-74djtk             1.0000
orogen-basin-r3sn0a-15c55wc            1.0000
orogen-basin-r17o4u-1x2jhmq            1.0000
orogen-basin-r3yg2u-1atd7zi            1.0000
orogen-basin-r5078t-n0wudo             1.0000
orogen-basin-r5beef-vpf7e2             1.0000
orogen-basin-r516z8-gq43uu             1.0000
orogen-basin-r2af6l-eu1fyh             1.0000
orogen-basin-rngqg-12dva4f             1.0000
orogen-basin-rpdxv-151ferc             1.0000
orogen-basin-r3k85q-10zpoci            1.0000
orogen-basin-r7ufc-rsgv06              1.0000
orogen-basin-r2pae8-yl7huw             1.0000
orogen-basin-r3xeft-1d3e1ff            1.0000
orogen-basin-r248f2-mfe7rp             1.0000
orogen-basin-r2r8be-14cpvww            1.0000
orogen-basin-r4w121-18hzj1h            1.0000
orogen-basin-r5n4q2-1x609o1            1.0000
orogen-basin-rxmja-hznod2              1.0000
orogen-basin-r3gzgd-gd5sww             1.0000
orogen-basin-r5hcow-1qh4ey1            1.0000
orogen-basin-r1iv19-1glb40e            1.0000
orogen-basin-r3le48-1tbkq3x            1.0000
orogen-basin-r4oyi4-kym8oy             1.0000
orogen-basin-rkoqv-io5cvh              1.0000
orogen-basin-r5p20-1db3ci2             1.0000
orogen-basin-r2q5to-ojrmj5             1.0000
orogen-basin-r2cdn6-1v6pel7            1.0000
orogen-basin-r39da7-6nhowl             1.0000
orogen-basin-r4tpn1-foeigz             1.0000
orogen-basin-r4oidt-8wnt6h             1.0000
orogen-basin-r2rbw2-9vm4y6             1.0000
orogen-basin-r4m37z-vzx0bs             1.0000
orogen-basin-r49qbk-15rfpld            1.0000
orogen-basin-r5i5ix-1itroc5            1.0000
orogen-basin-r3ij49-1ol9ye4            1.0000
orogen-basin-r3ouv3-aka7f3             1.0000
orogen-basin-r5gmvx-15mw4f4            1.0000
orogen-basin-r32aaf-fksu8i             1.0000
orogen-basin-rm093-17asr04             1.0000
orogen-basin-rmjf6-1dbv9vx             1.0000
orogen-basin-r5hft8-16dhyn6            1.0000
orogen-basin-r3r1fk-22w27              1.0000
orogen-basin-rudw4-mo0y1o              1.0000
orogen-basin-r4l7z5-1a8ungc            1.0000
orogen-basin-r93ox-c9hev2              1.0000
orogen-basin-r3ztvt-2mhuh6             1.0000
orogen-basin-r18xfm-htx9uh             1.0000
orogen-basin-r33cz5-1w3rm8x            1.0000
orogen-basin-r24es5-1fjqbvu            1.0000
orogen-basin-ra7ba-d55ht7              1.0000
orogen-basin-r3vt9x-43lk88             1.0000
orogen-basin-r24k7l-rgpc6i             1.0000
orogen-basin-r2d4v5-1atjsge            1.0000
orogen-basin-r40yhs-1mcsalq            1.0000
orogen-basin-r5005s-1mzgviz            1.0000
orogen-basin-r312j9-10134t3            1.0000
orogen-basin-r3pud1-l8yf6e             1.0000
orogen-basin-rap29-rslpr7              1.0000
orogen-basin-r3g2bk-1usigtp            1.0000
orogen-basin-r2sk5h-1rsikcx            1.0000
orogen-basin-r3gmiv-1msgmnc            1.0000
orogen-basin-r2cxqe-19uy2pt            1.0000
orogen-basin-r5mqjm-12gi86v            1.0000
orogen-basin-r3azxj-is7f1m             1.0000
orogen-basin-r29635-1sfov76            1.0000
orogen-basin-r4ig2l-9i34bt             1.0000
orogen-basin-r32nty-670jqh             1.0000
orogen-basin-r4bpfb-c8r7mc             1.0000
orogen-basin-r4k22a-wor2xo             1.0000
orogen-basin-r4n59h-1syhxen            1.0000
orogen-basin-r2ti4b-lhqqid             1.0000
orogen-basin-r2siop-1hx5jm4            1.0000
orogen-basin-r44fpo-19rrjr3            1.0000
orogen-basin-r3wms6-1khq9zm            1.0000
orogen-basin-r5szwx-uulou8             1.0000
orogen-basin-r34ym4-1xlqj8h            1.0000
orogen-basin-r1bh2g-hd2vq4             1.0000
orogen-basin-r2xxsk-10g8rb             1.0000
orogen-basin-r3kpzy-1998nf6            1.0000
orogen-basin-r51ivb-6z2nfe             1.0000
orogen-basin-r354fy-1pn6gok            1.0000
orogen-basin-rq95i-1c1a5mk             1.0000
orogen-basin-r43ijm-xdwcwc             1.0000
orogen-basin-r5bwmr-9bv4nv             1.0000
orogen-basin-r4ui7w-1nmi328            1.0000
orogen-basin-r4yjpx-asdnvm             1.0000
orogen-basin-r1xhzn-1o438wc            1.0000
orogen-basin-r4fh49-1fkrydd            1.0000
orogen-basin-r2slkw-pk1byn             1.0000
orogen-basin-r3amjs-7x5w7y             1.0000
orogen-basin-r1x3zl-176vh33            1.0000
orogen-basin-r10h35-thlww9             1.0000
orogen-basin-r2vm9b-wcv7cu             1.0000
orogen-basin-r4f0q-1bc27cm             1.0000
orogen-basin-r30ju-10e2win             1.0000
orogen-basin-r39n6a-1nnnuex            1.0000
orogen-basin-r2n71s-186druc            1.0000
orogen-basin-r4rli7-k08rbj             1.0000
orogen-basin-r3gtrm-18gc4r5            1.0000
orogen-basin-r1y647-kw7iav             1.0000
orogen-basin-r529f9-s09nle             1.0000
orogen-basin-r5ncvy-apdj4c             1.0000
orogen-basin-r4qdc0-n57lbx             1.0000
orogen-basin-r5go1v-zyn9j6             1.0000
orogen-basin-r3ufij-19ql1yl            1.0000
orogen-basin-r45dg0-1uzjzek            1.0000
orogen-basin-r23zsr-g1k4e7             1.0000
orogen-basin-r3k0gi-87s2so             1.0000
orogen-basin-r3do2z-1ff1dam            1.0000
orogen-basin-r37169-6bdp0x             1.0000
orogen-basin-r1i2cl-1tvjnsp            1.0000
orogen-basin-r3w8y7-bvjs45             1.0000
orogen-basin-r2pk36-a0011u             1.0000
orogen-basin-rusz3-t6432i              1.0000
orogen-basin-r2ee01-hxch75             1.0000
orogen-basin-r866y-isfl7l              1.0000
orogen-basin-r8oc0-3qx13v              1.0000
orogen-basin-r51pnn-1j376dh            1.0000
orogen-basin-r5h06-1upakif             1.0000
orogen-basin-r2xh5b-ztl78q             1.0000
orogen-basin-r5fb6f-1smg1nk            1.0000
orogen-basin-r2e8v3-ttj99x             1.0000
orogen-basin-r54jv-n9b3et              1.0000
orogen-basin-r4iesb-3bt9l2             1.0000
orogen-basin-r3jars-1mie08d            1.0000
orogen-basin-r4y2ew-1wynyw0            1.0000
orogen-basin-r3anc6-1goz1sq            1.0000
orogen-basin-rt4jx-d2gtof              1.0000
orogen-basin-r5rl5j-nygmif             1.0000
orogen-basin-r5s8q2-hng11s             1.0000
orogen-basin-r6jqx-cqqg48              1.0000
orogen-basin-r11hlk-1gt8j8f            1.0000
orogen-basin-r130c3-p781jy             1.0000
orogen-basin-r1ni3r-yz2al0             1.0000
orogen-basin-r1tt6f-1tfw96p            1.0000
orogen-basin-r28vbv-jqs38g             1.0000
orogen-basin-r4wxjn-c9gdv8             1.0000
orogen-basin-r2n8jk-1gccpsx            1.0000
orogen-basin-r371wn-syqy9y             1.0000
orogen-basin-rkt64-1w6mnla             1.0000
orogen-basin-r3brm8-1vfz129            1.0000
orogen-basin-r3z9xo-1m1vib9            1.0000
orogen-basin-r60dl-n7bgco              1.0000
orogen-basin-r4y8na-6lcrdt             1.0000
orogen-basin-r5p65j-1aj97y3            1.0000
orogen-basin-r5ly63-qjqlij             1.0000
orogen-basin-ruyl0-1g43luy             1.0000
orogen-basin-r5ttl-1mhyzp7             1.0000
orogen-basin-r30zp3-v2mmg0             1.0000
orogen-basin-rc368-1n42ahq             1.0000
orogen-basin-r5gipd-hz5eux             1.0000
orogen-basin-r2uoa9-1ctmerb            1.0000
orogen-basin-r35n2-1sbph46             1.0000
orogen-basin-r5olsn-2wqzkg             1.0000
orogen-basin-rahgn-fzsoiq              1.0000
orogen-basin-r7qj3-a4sg4h              1.0000
orogen-basin-r6vsu-19j26n8             1.0000
orogen-basin-r5pakv-1e7earj            1.0000
orogen-basin-r5ns18-1feohld            1.0000
orogen-basin-r4cnw9-10ekomm            1.0000
orogen-basin-r4gkn6-1k0bgqt            1.0000
orogen-basin-rya6q-23uwxs              1.0000
orogen-basin-r6rom-e455ws              1.0000
orogen-basin-r4s579-5q7xq9             1.0000
orogen-basin-r25r6l-2la2wc             1.0000
orogen-basin-r32rtz-1engfix            1.0000
orogen-basin-r5f7bt-svn3ky             1.0000
orogen-basin-r1nds7-tp8qyc             1.0000
orogen-basin-r2spt-tif4c1              1.0000
orogen-basin-r3jh89-1gvpfx9            1.0000
orogen-basin-r6i37-1r5pk0b             1.0000
orogen-basin-r4elo-1iuhlgb             1.0000
orogen-basin-r4sw0-z53a2m              1.0000
orogen-basin-r1naf8-q9ie0s             1.0000
orogen-basin-r5nc1t-1en3ti6            1.0000
orogen-basin-r1v8t1-rlltad             1.0000
orogen-basin-r4w8yw-1uhdosz            1.0000
orogen-basin-r5qj8d-avedt2             1.0000
orogen-basin-r4kpok-dpogxd             1.0000
orogen-basin-r3rghl-1dpkn7a            1.0000
orogen-basin-r56bkw-1wnvyi5            1.0000
orogen-basin-r56gac-77ekmh             1.0000
orogen-basin-r30thd-fkodz3             1.0000
orogen-basin-rlkcu-qgf4yg              1.0000
orogen-basin-r52zgd-19ykf3g            1.0000
orogen-basin-r3ktqk-1jt88gp            1.0000
orogen-basin-r5oggq-1u53y54            1.0000
orogen-basin-r26zz4-19h3dpf            1.0000
orogen-basin-r4r7pa-vj8rh1             1.0000
orogen-basin-r3ul5m-1hmcydp            1.0000
orogen-basin-rv7n1-gw3091              1.0000
orogen-basin-rqb5z-9cg70u              1.0000
orogen-basin-r5rhbi-1w4m6vv            1.0000
orogen-basin-r23wqi-1lz38l5            1.0000
orogen-basin-rv9gg-1ig1svt             1.0000
orogen-basin-r2bscd-liepzl             1.0000
orogen-basin-r57g6c-1fy2dgd            1.0000
orogen-basin-r4nej3-urck74             1.0000
orogen-basin-r17043-gqxsw4             1.0000
orogen-basin-r2p75k-1ui88uc            1.0000
orogen-basin-r70nr-jeposi              1.0000
orogen-basin-r3nv08-lgwf08             1.0000
orogen-basin-rx0jg-1a40igs             1.0000
orogen-basin-r3bnvq-1yuhvym            1.0000
orogen-basin-r3ql82-14r4ezf            1.0000
orogen-basin-r4r6ox-ktcpeg             1.0000
orogen-basin-rncyx-idmnr1              1.0000
orogen-basin-r3u9kk-1n4y6is            1.0000
orogen-basin-r41phq-1ux8k4b            1.0000
orogen-basin-r3qh6y-1t5jr0f            1.0000
orogen-basin-r3jjge-14b5f8t            1.0000
orogen-basin-rzv4v-1bt4c2t             1.0000
orogen-basin-r3fhgq-269ylf             1.0000
orogen-basin-r3rfe0-121mj0x            1.0000
orogen-basin-rc4dz-1l0diw2             1.0000
orogen-basin-r4trof-1vii9t6            1.0000
orogen-basin-r4vb97-7jm956             1.0000
orogen-basin-r4yuyx-1b6r4x5            1.0000
orogen-basin-roqkr-t3xh7d              1.0000
orogen-basin-rtjud-rayrtj              1.0000
orogen-basin-r4x6on-1vprz0r            1.0000
orogen-basin-r548wl-1l1xp6g            1.0000
orogen-basin-r36vau-iflzqx             1.0000
orogen-basin-r43fpy-10kxmy6            1.0000
orogen-basin-r3tiga-1pps20b            1.0000
orogen-basin-rreia-uqk9un              1.0000
orogen-basin-rjr8z-lixq68              1.0000
orogen-basin-r3npd-1vwktu0             1.0000
orogen-basin-r535qy-1us7ysq            1.0000
orogen-basin-r2nxj5-uvkcle             1.0000
orogen-basin-r30fuc-1innls3            1.0000
orogen-basin-rzz0b-178rsuo             1.0000
orogen-basin-r427q-16sr48x             1.0000
